"Year","Month","Month_N","Quarter","Trading_Days","Avg_Close","Max_Close","Min_Close","Avg_Volume","Avg_Daily_Return","MoM_Return_Pct"
1933,"March",3,"Q1",16,6.2,6.93,5.65,0,0,1.39
1933,"April",4,"Q2",19,6.87,7.91,5.87,0,0,33.39
1933,"May",5,"Q2",22,8.87,9.78,8.34,0,0,14.35
1933,"June",6,"Q2",22,10.42,10.98,9.74,0,0,12.01
1933,"July",7,"Q3",20,11.24,12.2,9.65,0,0,-14.37
1933,"August",8,"Q3",23,10.67,11.28,10.05,0,0,8.2
1933,"September",9,"Q3",20,10.6,11.23,9.65,0,0,-13.45
1933,"October",10,"Q4",21,9.56,10.32,8.61,0,0,-6.86
1933,"November",11,"Q4",20,9.76,10.23,9.12,0,0,8.33
1933,"December",12,"Q4",20,9.96,10.31,9.55,0,0,0.61
1934,"January",1,"Q1",22,10.56,11.33,9.76,0,0,10.48
1934,"February",2,"Q1",18,11.32,11.82,10.69,0,0,-6.11
1934,"March",3,"Q1",21,10.73,11.07,10.42,0,0,-0.93
1934,"April",4,"Q2",21,10.91,11.16,10.46,0,0,-2.79
1934,"May",5,"Q2",22,9.82,10.46,9.45,0,0,-8.13
1934,"June",6,"Q2",21,9.94,10.37,9.38,0,0,4.58
1934,"July",7,"Q3",21,9.46,9.99,8.36,0,0,-10.42
1934,"August",8,"Q3",23,9.1,9.52,8.69,0,0,2.23
1934,"September",9,"Q3",19,8.86,9.21,8.45,0,0,0.22
1934,"October",10,"Q4",22,8.95,9.19,8.76,0,0,-0.23
1934,"November",11,"Q4",19,9.19,9.54,8.77,0,0,8.78
1934,"December",12,"Q4",20,9.25,9.56,9.02,0,0,0.96
1935,"January",1,"Q1",22,9.25,9.58,8.96,0,0,-4.31
1935,"February",2,"Q1",18,8.97,9.34,8.74,0,0,-3.43
1935,"March",3,"Q1",21,8.39,8.79,8.06,0,0,-3.87
1935,"April",4,"Q2",21,8.97,9.44,8.22,0,0,8.67
1935,"May",5,"Q2",22,9.71,10.07,9.15,0,0,3.79
1935,"June",6,"Q2",20,10.12,10.47,9.67,0,0,5.89
1935,"July",7,"Q3",22,10.65,11.08,10.28,0,0,7.78
1935,"August",8,"Q3",22,11.32,11.67,10.62,0,0,1.81
1935,"September",9,"Q3",20,11.61,11.92,11.21,0,0,3.39
1935,"October",10,"Q4",23,11.9,12.46,11.1,0,0,8.54
1935,"November",11,"Q4",18,13.05,13.46,12.61,0,0,2.62
1935,"December",12,"Q4",21,13.07,13.43,12.75,0,0,5.33
1936,"January",1,"Q1",22,13.77,14.31,13.4,0,0,6.79
1936,"February",2,"Q1",19,14.57,14.87,14.32,0,0,1.11
1936,"March",3,"Q1",22,14.86,15.1,14.24,0,0,1.02
1936,"April",4,"Q2",21,14.85,15.51,13.53,0,0,-9.35
1936,"May",5,"Q2",21,14.09,14.45,13.82,0,0,3.82
1936,"June",6,"Q2",22,14.69,15.16,14.12,0,0,3.13
1936,"July",7,"Q3",23,15.53,16.15,14.81,0,0,6.38
1936,"August",8,"Q3",21,15.87,16.2,15.32,0,0,0.5
1936,"September",9,"Q3",21,16.01,16.29,15,0,0,0.38
1936,"October",10,"Q4",21,16.87,17.23,16.04,0,0,7.42
1936,"November",11,"Q4",18,17.35,17.69,16.89,0,0,0.64
1936,"December",12,"Q4",22,17.07,17.32,16.65,0,0,0.23
1937,"January",1,"Q1",20,17.58,17.96,16.93,0,0,4.96
1937,"February",2,"Q1",18,18.09,18.37,17.86,0,0,1.01
1937,"March",3,"Q1",22,18.09,18.67,17.22,0,0,-0.94
1937,"April",4,"Q2",22,17,17.71,15.99,0,0,-7.23
1937,"May",5,"Q2",20,16.23,16.73,15.62,0,0,-1.28
1937,"June",6,"Q2",22,15.64,16.28,15.12,0,0,-3.51
1937,"July",7,"Q3",21,16.54,17.06,15.47,0,0,8.4
1937,"August",8,"Q3",22,16.74,17.27,15.88,0,0,-6.03
1937,"September",9,"Q3",21,14.38,15.61,13.2,0,0,-11.85
1937,"October",10,"Q4",20,12.25,13.72,10.76,0,0,-9.99
1937,"November",11,"Q4",19,11.19,12.08,10.17,0,0,-8.03
1937,"December",12,"Q4",23,10.99,11.42,10.31,0,0,-3.83
1938,"January",1,"Q1",21,11.31,11.95,10.52,0,0,1.62
1938,"February",2,"Q1",19,11.01,11.68,10.34,0,0,4.13
1938,"March",3,"Q1",23,10.31,11.46,8.5,0,0,-25.83
1938,"April",4,"Q2",20,9.85,10.45,8.91,0,0,9.76
1938,"May",5,"Q2",21,9.97,10.63,9.27,0,0,-3.34
1938,"June",6,"Q2",22,10.23,11.72,9.42,0,0,20.79
1938,"July",7,"Q3",20,12.23,12.8,11.73,0,0,3.53
1938,"August",8,"Q3",23,12.3,12.73,11.85,0,0,-1.55
1938,"September",9,"Q3",21,11.76,12.41,10.99,0,0,2.68
1938,"October",10,"Q4",20,13.11,13.91,12.48,0,0,5.19
1938,"November",11,"Q4",19,13.05,13.79,12.37,0,0,-2.82
1938,"December",12,"Q4",21,12.68,13.14,12.32,0,0,4.2
1939,"January",1,"Q1",21,12.51,13.23,11.53,0,0,-5.96
1939,"February",2,"Q1",18,12.38,12.7,12.12,0,0,4.79
1939,"March",3,"Q1",23,12.37,13.1,10.98,0,0,-13.54
1939,"April",4,"Q2",19,10.82,11.26,10.42,0,0,-2.93
1939,"May",5,"Q2",22,11.22,11.65,10.86,0,0,6.81
1939,"June",6,"Q2",22,11.42,11.8,10.79,0,0,-4.9
1939,"July",7,"Q3",20,11.73,12.18,11,0,0,9.45
1939,"August",8,"Q3",23,11.53,12.16,10.86,0,0,-7.14
1939,"September",9,"Q3",20,12.81,13.17,11.3,0,0,13.19
1939,"October",10,"Q4",21,12.9,13.21,12.73,0,0,-0.39
1939,"November",11,"Q4",20,12.66,12.95,12.2,0,0,-4.84
1939,"December",12,"Q4",20,12.36,12.46,12.19,0,0,1.38
1940,"January",1,"Q1",22,12.31,12.77,12.05,0,0,-4.59
1940,"February",2,"Q1",19,12.22,12.37,12.04,0,0,0.66
1940,"March",3,"Q1",20,12.15,12.27,12,0,0,1
1940,"April",4,"Q2",22,12.27,12.59,12.04,0,0,-0.16
1940,"May",5,"Q2",22,10.55,12.12,9.14,0,0,-22.94
1940,"June",6,"Q2",20,9.66,10.1,8.99,0,0,9.55
1940,"July",7,"Q3",22,10,10.33,9.85,0,0,4.26
1940,"August",8,"Q3",22,10.18,10.5,9.84,0,0,2.34
1940,"September",9,"Q3",20,10.63,10.93,10.3,0,0,0.95
1940,"October",10,"Q4",23,10.72,11.08,10.47,0,0,2.5
1940,"November",11,"Q4",18,10.98,11.39,10.56,0,0,-4.6
1940,"December",12,"Q4",21,10.53,10.69,10.38,0,0,-0.38
1941,"January",1,"Q1",22,10.54,10.86,10.04,0,0,-3.91
1941,"February",2,"Q1",19,9.88,10.19,9.53,0,0,-0.4
1941,"March",3,"Q1",21,9.96,10.1,9.76,0,0,1.94
1941,"April",4,"Q2",21,9.64,10.16,9.31,0,0,-6.62
1941,"May",5,"Q2",21,9.43,9.56,9.3,0,0,0.86
1941,"June",6,"Q2",21,9.76,9.95,9.36,0,0,5.24
1941,"July",7,"Q3",22,10.27,10.47,9.82,0,0,5.8
1941,"August",8,"Q3",21,10.22,10.36,10.03,0,0,-0.58
1941,"September",9,"Q3",21,10.24,10.47,10.09,0,0,-1.35
1941,"October",10,"Q4",22,9.81,10.17,9.5,0,0,-6.59
1941,"November",11,"Q4",17,9.37,9.66,9.12,0,0,-4.9
1941,"December",12,"Q4",22,8.76,9.38,8.37,0,0,-4.19
1942,"January",1,"Q1",21,8.94,9.09,8.81,0,0,-0.45
