"Year","Month","Month_N","Quarter","Trading_Days","Avg_Close","Max_Close","Min_Close","Avg_Volume","Avg_Daily_Return","MoM_Return_Pct"
1942,"February",2,"Q1",18,8.65,8.97,8.46,0,0,-2.83
1942,"March",3,"Q1",22,8.19,8.6,7.98,0,0,-5.43
1942,"April",4,"Q2",21,7.84,8.2,7.47,0,0,-4.84
1942,"May",5,"Q2",21,7.93,8.18,7.71,0,0,5.71
1942,"June",6,"Q2",22,8.32,8.53,8.18,0,0,1.34
1942,"July",7,"Q3",23,8.64,8.83,8.23,0,0,4.01
1942,"August",8,"Q3",21,8.59,8.73,8.46,0,0,0.58
1942,"September",9,"Q3",21,8.68,8.9,8.54,0,0,2.67
1942,"October",10,"Q4",21,9.31,9.48,8.92,0,0,4.93
1942,"November",11,"Q4",18,9.46,9.69,9.29,0,0,-2
1942,"December",12,"Q4",22,9.52,9.77,9.28,0,0,5.28
1943,"January",1,"Q1",20,10.09,10.44,9.89,0,0,5.24
1943,"February",2,"Q1",18,10.68,10.97,10.43,0,0,4.28
1943,"March",3,"Q1",23,11.07,11.59,10.84,0,0,6.04
1943,"April",4,"Q2",21,11.45,11.76,11.14,0,0,0
1943,"May",5,"Q2",20,11.89,12.05,11.7,0,0,1.95
1943,"June",6,"Q2",22,12.08,12.35,11.88,0,0,1.4
1943,"July",7,"Q3",21,12.36,12.64,11.85,0,0,-4.13
1943,"August",8,"Q3",22,11.74,11.92,11.47,0,0,2.88
1943,"September",9,"Q3",21,11.99,12.24,11.78,0,0,2.03
1943,"October",10,"Q4",20,11.87,12.09,11.67,0,0,-1.49
1943,"November",11,"Q4",19,11.33,11.92,10.99,0,0,-7.55
1943,"December",12,"Q4",23,11.48,11.69,11.13,0,0,4.85
1944,"January",1,"Q1",21,11.85,11.94,11.66,0,0,1.63
1944,"February",2,"Q1",20,11.77,11.89,11.56,0,0,-0.08
1944,"March",3,"Q1",23,12.1,12.31,11.87,0,0,1.26
1944,"April",4,"Q2",19,11.88,12.06,11.67,0,0,-0.75
1944,"May",5,"Q2",22,12.1,12.35,11.95,0,0,3.26
1944,"June",6,"Q2",22,12.68,13.02,12.23,0,0,5.44
1944,"July",7,"Q3",20,13.01,13.27,12.7,0,0,-3.05
1944,"August",8,"Q3",23,12.82,13.04,12.61,0,0,0.31
1944,"September",9,"Q3",20,12.6,12.86,12.35,0,0,-0.93
1944,"October",10,"Q4",21,12.9,13.07,12.73,0,0,-0.16
1944,"November",11,"Q4",20,12.82,12.98,12.67,0,0,0
1944,"December",12,"Q4",20,13.09,13.28,12.8,0,0,3.75
1945,"January",1,"Q1",22,13.49,13.69,13.21,0,0,1.05
1945,"February",2,"Q1",18,13.95,14.3,13.5,0,0,5.93
1945,"March",3,"Q1",21,13.94,14.38,13.39,0,0,-4.96
1945,"April",4,"Q2",21,14.27,14.84,13.67,0,0,7.77
1945,"May",5,"Q2",22,14.81,15.11,14.62,0,0,1.49
1945,"June",6,"Q2",21,15.09,15.37,14.87,0,0,-1.06
1945,"July",7,"Q3",21,14.78,15.1,14.38,0,0,-2.46
1945,"August",8,"Q3",21,14.83,15.51,14.4,0,0,5.65
1945,"September",9,"Q3",19,15.84,16.05,15.51,0,0,3.48
1945,"October",10,"Q4",22,16.49,16.72,16.3,0,0,1.96
1945,"November",11,"Q4",19,17.04,17.27,16.85,0,0,1.9
1945,"December",12,"Q4",19,17.32,17.68,16.94,0,0,-0.46
1946,"January",1,"Q1",22,18.04,18.67,17.23,0,0,7.65
1946,"February",2,"Q1",18,17.98,18.7,16.81,0,0,-7.3
1946,"March",3,"Q1",21,17.52,18.07,17.09,0,0,4.82
1946,"April",4,"Q2",21,18.65,18.9,18.06,0,0,3.88
1946,"May",5,"Q2",22,18.71,19.25,18.26,0,0,2.51
1946,"June",6,"Q2",20,18.58,19.05,18.03,0,0,-3.25
1946,"July",7,"Q3",22,18.05,18.54,17.39,0,0,-3.13
1946,"August",8,"Q3",22,17.7,18.23,16.65,0,0,-7.55
1946,"September",9,"Q3",20,15.07,15.99,14.33,0,0,-0.27
1946,"October",10,"Q4",23,14.75,15.3,14.12,0,0,-0.54
1946,"November",11,"Q4",18,14.67,15.33,14.13,0,0,-2.59
1946,"December",12,"Q4",21,15.12,15.5,14.44,0,0,5.96
1947,"January",1,"Q1",22,15.22,15.66,14.77,0,0,3.03
1947,"February",2,"Q1",19,15.78,16.14,15.3,0,0,-2.34
1947,"March",3,"Q1",21,15.16,15.65,14.78,0,0,-1.56
1947,"April",4,"Q2",21,14.6,15.23,14.09,0,0,-4.27
1947,"May",5,"Q2",21,14.32,14.85,13.77,0,0,-1.63
1947,"June",6,"Q2",21,14.84,15.24,14.3,0,0,6.36
1947,"July",7,"Q3",22,15.77,16.12,15.44,0,0,1.94
1947,"August",8,"Q3",21,15.46,15.8,15.22,0,0,-3.04
1947,"September",9,"Q3",21,15.06,15.37,14.85,0,0,-1.69
1947,"October",10,"Q4",22,15.45,15.79,15.16,0,0,1.78
1947,"November",11,"Q4",17,15.27,15.46,14.98,0,0,-3.1
1947,"December",12,"Q4",22,15.03,15.3,14.63,0,0,1.53
1948,"January",1,"Q1",21,14.83,15.34,14.32,0,0,-4.3
1948,"February",2,"Q1",18,14.1,14.71,13.85,0,0,-5.3
1948,"March",3,"Q1",22,14.28,15.08,13.84,0,0,7.18
1948,"April",4,"Q2",22,15.4,15.78,15.12,0,0,2.38
1948,"May",5,"Q2",20,16.17,16.69,15.5,0,0,6.99
1948,"June",6,"Q2",22,16.82,17.06,16.54,0,0,0
1948,"July",7,"Q3",21,16.42,16.92,15.72,0,0,-5.09
1948,"August",8,"Q3",22,15.94,16.15,15.67,0,0,0.76
1948,"September",9,"Q3",21,15.76,16.35,15.19,0,0,-4.15
1948,"October",10,"Q4",20,16.19,16.61,15.67,0,0,5.3
1948,"November",11,"Q4",19,15.31,16.7,14.75,0,0,-11.68
1948,"December",12,"Q4",23,15.18,15.33,15,0,0,1.27
1949,"January",1,"Q1",21,15.32,15.61,14.95,0,0,1.81
1949,"February",2,"Q1",19,14.78,15.35,14.38,0,0,-4.69
1949,"March",3,"Q1",23,14.91,15.22,14.65,0,0,2.38
1949,"April",4,"Q2",20,14.89,15.07,14.68,0,0,-1.54
1949,"May",5,"Q2",21,14.77,15.02,14.19,0,0,-3.99
1949,"June",6,"Q2",22,13.97,14.16,13.55,0,0,0.14
1949,"July",7,"Q3",20,14.76,15.06,14.26,0,0,5.47
1949,"August",8,"Q3",23,15.29,15.51,15.12,0,0,0.66
1949,"September",9,"Q3",21,15.49,15.74,15.19,0,0,1.76
1949,"October",10,"Q4",20,15.9,16.15,15.6,0,0,2.82
1949,"November",11,"Q4",19,16.1,16.33,15.75,0,0,-0.86
1949,"December",12,"Q4",21,16.54,16.79,16.15,0,0,3.96
1950,"January",1,"Q1",21,16.88,17.09,16.66,1846190,0,2.34
1950,"February",2,"Q1",18,17.19,17.32,16.99,1677778,0,1
1950,"March",3,"Q1",23,17.35,17.56,17.07,1628261,0,0.29
1950,"April",4,"Q2",19,17.85,18.05,17.53,2243684,0,2.45
1950,"May",5,"Q2",22,18.43,18.78,18.11,1919545,0,3.07
1950,"June",6,"Q2",22,18.74,19.4,17.44,2075455,0,-5.75
1950,"July",7,"Q3",20,17.38,17.91,16.68,2228500,0,1.13
1950,"August",8,"Q3",23,18.43,18.82,17.95,1691304,0,2.22
1950,"September",9,"Q3",20,19.08,19.45,18.54,1929500,0,4.85
1950,"October",10,"Q4",21,19.86,20.12,19.53,2151905,0,-0.81
1950,"November",11,"Q4",20,19.8,20.32,19.36,2042000,0,-0.26
1950,"December",12,"Q4",20,19.75,20.43,19,2763500,0,3.92
1951,"January",1,"Q1",22,21.2,21.74,20.69,2973636,0,4.29
1951,"February",2,"Q1",18,21.98,22.2,21.76,2070000,0,0.14
1951,"March",3,"Q1",21,21.62,21.95,21.25,1544286,0,-1.69
1951,"April",4,"Q2",21,21.88,22.43,21.26,1511905,0,5.21
1951,"May",5,"Q2",22,21.94,22.81,21.03,1644091,0,-4.48
1951,"June",6,"Q2",21,21.55,22.05,20.96,1724762,0,-2.42
1951,"July",7,"Q3",21,21.93,22.63,21.1,1332857,0,6.16
1951,"August",8,"Q3",23,22.89,23.28,22.51,1462174,0,3.42
1951,"September",9,"Q3",19,23.48,23.71,23.26,1916842,0,-0.09
1951,"October",10,"Q4",22,23.37,23.85,22.66,1784091,0,-2.26
1951,"November",11,"Q4",19,22.71,23.1,22.4,1241053,0,-0.95
1951,"December",12,"Q4",20,23.42,23.77,23.01,1378000,0,3.3
1952,"January",1,"Q1",22,24.18,24.66,23.74,1569091,0,1.43
1952,"February",2,"Q1",19,23.7,24.3,23.09,1325263,0,-4.28
1952,"March",3,"Q1",21,23.81,24.37,23.29,1265714,0,4.64
1952,"April",4,"Q2",21,23.73,24.18,23.32,1288571,0,-3.56
1952,"May",5,"Q2",21,23.73,23.94,23.17,1069048,0,2.98
1952,"June",6,"Q2",21,24.38,24.96,23.78,1215714,0,4.87
1952,"July",7,"Q3",22,25.08,25.4,24.81,1095455,0,1.11
1952,"August",8,"Q3",21,25.18,25.55,24.83,994762,0,-1.65
1952,"September",9,"Q3",21,24.78,25.25,24.45,1147619,0,-2.43
1952,"October",10,"Q4",22,24.26,24.58,23.8,1179091,0,0.16
1952,"November",11,"Q4",17,25.03,25.66,24.6,1777059,0,4.31
1952,"December",12,"Q4",22,26.04,26.59,25.61,1840000,0,3.47
1953,"January",1,"Q1",21,26.18,26.66,25.86,1621905,0,-0.6
1953,"February",2,"Q1",18,25.9,26.54,25.48,1676111,0,-2.3
1953,"March",3,"Q1",22,25.99,26.33,25.29,1932273,0,-2.47
1953,"April",4,"Q2",21,24.71,25.25,24.19,1636667,0,-2.5
1953,"May",5,"Q2",21,24.84,25.06,24.46,1225238,0,-0.77
1953,"June",6,"Q2",22,23.95,24.22,23.54,1185455,0,-0.04
1953,"July",7,"Q3",23,24.29,24.75,24.07,966957,0,2.1
1953,"August",8,"Q3",21,24.39,24.84,23.32,1137619,0,-6.12
1953,"September",9,"Q3",21,23.27,23.65,22.71,1292857,0,-0.3
1953,"October",10,"Q4",21,23.97,24.58,23.39,1224286,0,4.47
1953,"November",11,"Q4",18,24.5,24.76,24.25,1480000,0,0.41
1953,"December",12,"Q4",22,24.83,24.99,24.55,1643182,0,0.12
1954,"January",1,"Q1",20,25.46,26.09,24.8,1671000,0,4.53
1954,"February",2,"Q1",19,26.02,26.3,25.81,1750526,0,0.62
1954,"March",3,"Q1",23,26.57,26.94,26.25,1915217,0,2.63
1954,"April",4,"Q2",21,27.62,28.26,27.01,2071429,0,4.01
1954,"May",5,"Q2",20,28.73,29.19,28.21,2095000,0,3.47
1954,"June",6,"Q2",22,28.96,29.43,28.15,1919545,0,0.07
1954,"July",7,"Q3",21,30.13,30.88,29.21,2468571,0,5.72
1954,"August",8,"Q3",22,30.73,31.21,29.83,2586364,0,-3.74
1954,"September",9,"Q3",21,31.45,32.69,30.04,1962857,0,7.56
1954,"October",10,"Q4",21,32.18,32.76,31.68,2103333,0,-1.89
1954,"November",11,"Q4",20,33.44,34.55,31.79,3150500,0,7.71
1954,"December",12,"Q4",22,35.01,35.98,33.99,3476364,0,5.85
1955,"January",1,"Q1",21,35.6,36.75,34.58,3554762,0,-0.33
1955,"February",2,"Q1",19,36.79,37.15,36.44,3200526,0,0.11
1955,"March",3,"Q1",23,36.5,37.52,34.96,2860000,0,-0.68
1955,"April",4,"Q2",20,37.75,38.32,36.83,2689500,0,2.73
1955,"May",5,"Q2",21,37.6,38.04,36.97,2164286,0,-0.34
1955,"June",6,"Q2",22,39.87,41.03,37.96,2641818,0,8.09
1955,"July",7,"Q3",20,42.69,43.76,41.19,2423500,0,5.66
1955,"August",8,"Q3",23,42.43,43.18,41.74,1817391,0,0.58
1955,"September",9,"Q3",21,44.34,45.63,42.61,2860952,0,0.69
1955,"October",10,"Q4",21,42.12,42.99,40.8,2007143,0,-0.35
1955,"November",11,"Q4",20,44.95,46.41,42.28,2318000,0,7.64
1955,"December",12,"Q4",21,45.39,45.89,44.95,2428095,0,0.29
1956,"January",1,"Q1",21,44.15,45.16,43.11,2245714,0,-2.97
1956,"February",2,"Q1",20,44.43,45.43,43.42,2318500,0,2.98
1956,"March",3,"Q1",21,47.49,48.87,45.54,2871905,0,6.46
1956,"April",4,"Q2",21,48.05,48.85,47.09,2576190,0,-0.66
1956,"May",5,"Q2",22,46.54,48.51,44.1,2418636,0,-6.15
1956,"June",6,"Q2",21,46.27,47.13,45.14,1770476,0,3.05
1956,"July",7,"Q3",21,48.78,49.48,46.93,2173810,0,5.24
1956,"August",8,"Q3",23,48.46,49.64,46.94,1932609,0,-4.25
1956,"September",9,"Q3",19,46.79,48.1,45.35,1958947,0,-5.3
1956,"October",10,"Q4",23,46.24,47,44.7,1752174,0,1.97
1956,"November",11,"Q4",20,45.76,47.6,44.38,2177500,0,-3.1
1956,"December",12,"Q4",19,46.44,47.04,45.84,2438421,0,1.5
1957,"January",1,"Q1",22,45.42,46.66,44.4,2188182,0,-3.2
1957,"February",2,"Q1",19,43.47,44.62,42.39,1975263,0,-3.05
1957,"March",3,"Q1",21,44.03,44.23,43.74,1696190,0,0.85
1957,"April",4,"Q2",21,45.05,45.74,44.14,2299524,0,3.62
1957,"May",5,"Q2",22,46.78,47.43,46.02,2389091,0,3.06
1957,"June",6,"Q2",20,47.6,48.24,46.78,2173500,0,0
1957,"July",7,"Q3",22,48.52,49.13,47.43,2192273,0,1.01
1957,"August",8,"Q3",22,45.83,47.79,43.89,1881364,0,-5.38
1957,"September",9,"Q3",20,44.01,45.44,42.42,1844500,0,-6.65
1957,"October",10,"Q4",23,41.24,43.14,38.98,2780870,0,-3.98
1957,"November",11,"Q4",19,40.35,41.72,39.44,2536842,0,3.17
1957,"December",12,"Q4",21,40.33,41.54,39.38,2592381,0,-3.31
1958,"January",1,"Q1",22,41.12,41.88,40.33,2265000,0,3.4
1958,"February",2,"Q1",20,41.26,42.46,40.61,2009500,0,-2.85
1958,"March",3,"Q1",21,42.11,42.58,41.13,2222857,0,2.36
1958,"April",4,"Q2",21,42.34,43.44,41.33,2393810,0,3.6
1958,"May",5,"Q2",21,43.71,44.09,43.12,2576190,0,1.26
1958,"June",6,"Q2",21,44.74,45.34,44.31,2695714,0,2.1
1958,"July",7,"Q3",22,45.98,47.19,45.11,3155909,0,4.22
1958,"August",8,"Q3",21,47.7,48.16,47.22,2966667,0,0.55
1958,"September",9,"Q3",21,48.97,50.06,47.97,3425714,0,4.29
1958,"October",10,"Q4",23,50.96,51.62,49.98,4131304,0,2.7
1958,"November",11,"Q4",18,52.54,53.24,51.02,4130556,0,1.78
1958,"December",12,"Q4",21,53.49,55.21,52.46,3616190,0,4.78
1959,"January",1,"Q1",21,55.62,56.04,54.89,3963810,0,0.02
1959,"February",2,"Q1",19,54.79,55.52,53.58,3462632,0,0.36
1959,"March",3,"Q1",21,56.15,56.67,55.44,3925238,0,-0.52
1959,"April",4,"Q2",22,57.1,58.17,55.69,3447273,0,3.41
1959,"May",5,"Q2",21,57.99,58.68,56.88,3378571,0,1.79
1959,"June",6,"Q2",22,57.46,58.63,56.36,2923182,0,-0.27
1959,"July",7,"Q3",22,59.74,60.62,58.91,3222727,0,2.61
1959,"August",8,"Q3",21,59.4,60.71,58.27,2430952,0,-1.83
1959,"September",9,"Q3",21,57.06,58.92,55.14,2738095,0,-3.38
1959,"October",10,"Q4",22,57,57.52,56,2787727,0,1.02
1959,"November",11,"Q4",19,57.23,58.28,56.22,3394737,0,1.52
1959,"December",12,"Q4",22,59.05,59.89,58.6,3282273,0,2.03
1960,"January",1,"Q1",20,58.03,60.39,55.61,3196000,0,-7.18
1960,"February",2,"Q1",20,55.77,56.82,54.73,3025000,0,0.29
1960,"March",3,"Q1",23,55.02,56.01,53.47,2856957,0,-1.2
1960,"April",4,"Q2",20,55.7,56.59,54.37,2865000,0,-1.91
1960,"May",5,"Q2",21,55.22,55.83,54.13,3275714,0,3.14
1960,"June",6,"Q2",22,57.26,58,55.89,3476364,0,1.84
1960,"July",7,"Q3",20,55.84,57.38,54.17,2693000,0,-2.72
1960,"August",8,"Q3",23,56.51,58.07,54.72,2840435,0,2.58
1960,"September",9,"Q3",21,54.8,57.09,52.48,2897143,0,-6.25
1960,"October",10,"Q4",21,53.74,54.86,52.2,2589048,0,0.06
1960,"November",11,"Q4",20,55.49,56.43,53.94,3100500,0,2.97
1960,"December",12,"Q4",21,56.8,58.11,55.3,3682381,0,5.08
1961,"January",1,"Q1",21,59.73,61.97,57.57,4238571,0,7.31
1961,"February",2,"Q1",19,62.17,63.44,61.14,4880526,0,2.49
1961,"March",3,"Q1",22,64.09,65.06,63.38,5229545,0,2.57
1961,"April",4,"Q2",20,65.93,68.68,64.4,5088000,0,-0.44
1961,"May",5,"Q2",21,66.5,67.39,65.17,4616190,0,2.13
1961,"June",6,"Q2",22,65.58,67.08,64.47,3322273,0,-2.88
1961,"July",7,"Q3",20,65.44,66.76,64.41,3042000,0,2.38
1961,"August",8,"Q3",23,67.79,68.44,66.94,3543043,0,1.04
1961,"September",9,"Q3",20,67.23,68.46,65.77,3191000,0,-2.14
1961,"October",10,"Q4",22,67.93,68.62,66.73,3317273,0,2.77
1961,"November",11,"Q4",20,71.08,71.85,68.73,4388500,0,3.77
1961,"December",12,"Q4",20,71.74,72.64,70.86,4119000,0,-0.32
1962,"January",1,"Q1",22,69.07,71.13,67.9,3672273,-0.1737,-2.99
1962,"February",2,"Q1",19,70.22,70.74,69.26,3480526,0.0856,1.01
1962,"March",3,"Q1",22,70.29,71.06,69.55,3110909,-0.0235,-0.93
1962,"April",4,"Q2",20,68.06,69.37,65.24,3262000,-0.3175,-5.95
1962,"May",5,"Q2",22,62.99,66.53,55.5,5046818,-0.4428,-9.24
1962,"June",6,"Q2",21,55.63,59.38,52.32,4769524,-0.4003,-7.8
1962,"July",7,"Q3",21,56.97,58.23,55.86,3531429,0.2672,4.24
1962,"August",8,"Q3",23,58.53,59.78,57.36,3495652,0.0677,2.37
1962,"September",9,"Q3",19,58,59.08,55.77,3310000,-0.2353,-3.91
1962,"October",10,"Q4",23,56.17,57.27,53.49,3421304,-0.0258,1.86
1962,"November",11,"Q4",20,60.04,62.41,57.12,4801000,0.4868,9
1962,"December",12,"Q4",20,62.61,63.1,61.94,4043500,0.0686,1.87
1963,"January",1,"Q1",22,65.06,66.24,62.69,4635000,0.2196,5.6
1963,"February",2,"Q1",19,65.92,66.52,64.29,4164211,-0.1618,-3.05
1963,"March",3,"Q1",21,65.67,66.68,64.1,3560000,0.1668,3.85
1963,"April",4,"Q2",21,68.76,69.8,66.84,5061429,0.2264,4.41
1963,"May",5,"Q2",22,70.14,70.8,69.44,4775909,0.0654,1.19
1963,"June",6,"Q2",20,70.11,70.7,69.07,4529000,-0.08,-1.87
1963,"July",7,"Q3",22,69.07,70.22,67.9,3468636,-0.0146,0.39
1963,"August",8,"Q3",22,70.98,72.5,69.07,4165909,0.2171,4.97
1963,"September",9,"Q3",20,72.85,73.3,71.7,5331000,-0.0547,-1.32
1963,"October",10,"Q4",23,73.02,74.48,71.87,5320000,0.1762,2.48
1963,"November",11,"Q4",18,72.62,73.83,69.61,5221667,-0.1853,-0.81
1963,"December",12,"Q4",21,74.17,75.02,73.62,4698095,0.1157,1.85
1964,"January",1,"Q1",22,76.45,77.11,75.43,5300909,0.1212,2.13
1964,"February",2,"Q1",19,77.39,77.87,76.75,4637368,0.0519,1.08
1964,"March",3,"Q1",21,78.8,79.38,77.97,5417143,0.072,1.3
1964,"April",4,"Q2",22,79.94,80.55,79.24,5613182,0.0281,0.28
1964,"May",5,"Q2",20,80.73,81.16,80.17,4957500,0.0668,0.25
1964,"June",6,"Q2",22,80.24,81.69,78.64,4370455,0.0749,1.97
1964,"July",7,"Q3",22,83.22,84.01,82.27,4663182,0.0826,1.11
1964,"August",8,"Q3",21,82,83,81.32,3918095,-0.0769,-1.41
1964,"September",9,"Q3",21,83.41,84.28,82.18,5227143,0.1352,2.43
1964,"October",10,"Q4",22,84.85,85.24,84.08,4843182,0.037,0.93
1964,"November",11,"Q4",19,85.44,86.28,84.42,4928421,-0.0268,-0.89
1964,"December",12,"Q4",22,83.96,84.75,83.22,4727727,0.0094,1.44
1965,"January",1,"Q1",20,86.12,87.56,84.23,5456500,0.1635,3.95
1965,"February",2,"Q1",19,86.75,87.63,85.54,5909474,0.0107,-0.17
1965,"March",3,"Q1",23,86.83,87.4,86.03,5427391,-0.0633,-1.25
1965,"April",4,"Q2",21,87.97,89.11,86.32,5672381,0.1607,3.23
1965,"May",5,"Q2",20,89.28,90.27,87.84,5509500,-0.038,-0.91
1965,"June",6,"Q2",22,85.09,88.72,81.6,5825455,-0.2149,-5.18
1965,"July",7,"Q3",21,84.91,85.87,83.85,4054762,0.0648,0.91
1965,"August",8,"Q3",22,86.49,87.21,85.42,4957727,0.1015,2.05
1965,"September",9,"Q3",21,89.38,90.65,87.17,7389524,0.0908,3.2
1965,"October",10,"Q4",21,91.39,92.51,89.9,7813810,0.1289,2.8
1965,"November",11,"Q4",20,92.15,92.63,91.61,7355500,-0.0437,-0.67
1965,"December",12,"Q4",22,91.73,92.43,90.59,8684091,0.0446,1.02
1966,"January",1,"Q1",21,93.32,93.95,92.18,8710000,0.0235,0.76
1966,"February",2,"Q1",19,92.68,94.06,90.89,8725789,-0.094,-1.02
1966,"March",3,"Q1",23,88.88,90.06,87.35,8320000,-0.0939,-0.92
1966,"April",4,"Q2",20,91.6,92.42,89.94,9308000,0.1024,1.25
1966,"May",5,"Q2",21,86.78,90.9,83.63,8156667,-0.2656,-5.25
1966,"June",6,"Q2",22,86.06,87.07,84.74,6384091,-0.0728,-1.58
1966,"July",7,"Q3",20,85.84,87.61,83.6,5990500,-0.0652,-2.35
1966,"August",8,"Q3",23,80.65,84,74.53,7062174,-0.3244,-6.33
1966,"September",9,"Q3",21,77.81,80.08,76.05,5715714,-0.0411,-1.47
1966,"October",10,"Q4",21,77.13,80.24,73.2,6962381,0.2272,7.08
1966,"November",11,"Q4",20,80.99,82.37,79.67,7289000,0.0278,-0.45
1966,"December",12,"Q4",21,81.33,83,80.08,7860476,-0.0056,0.31
1967,"January",1,"Q1",21,84.45,86.66,80.38,9876667,0.3602,7.75
1967,"February",2,"Q1",19,87.37,88.27,86.43,9628947,0.0114,0.4
1967,"March",3,"Q1",22,89.42,90.94,87.68,10210909,0.1768,2.87
1967,"April",4,"Q2",20,90.96,94.01,88.24,9382500,0.2112,5.35
1967,"May",5,"Q2",22,92.59,94.58,89.08,9928182,-0.2379,-5.07
1967,"June",6,"Q2",22,91.43,92.62,88.43,9663182,0.1843,0.45
1967,"July",7,"Q3",20,92.99,94.75,90.91,10836500,0.2225,4.22
1967,"August",8,"Q3",23,94.49,95.83,92.64,9034783,-0.0506,-1.81
1967,"September",9,"Q3",20,95.81,97.59,93.68,10248000,0.1622,3.23
1967,"October",10,"Q4",22,95.64,97.51,93.3,10217273,-0.1618,-3.14
1967,"November",11,"Q4",20,92.66,94.49,91.14,10571500,0.063,1.39
1967,"December",12,"Q4",20,95.3,96.47,94.5,11473000,0.1304,2.08
1968,"January",1,"Q1",22,95.04,96.72,92.24,11944091,-0.2027,-4.03
1968,"February",2,"Q1",19,90.77,92.56,89.07,9177895,-0.174,-3.46
1968,"March",3,"Q1",21,89.09,90.23,87.72,9171905,0.0619,1.22
1968,"April",4,"Q2",20,95.7,97.97,92.48,14771000,0.3212,5.38
1968,"May",5,"Q2",22,97.87,98.91,96.45,13271818,0.0574,0.72
1968,"June",6,"Q2",17,100.59,101.66,99.58,15134706,0.0533,-0.41
1968,"July",7,"Q3",17,100.3,102.39,97.65,14261765,-0.1075,-1.67
1968,"August",8,"Q3",18,98.11,99,96.63,10776111,0.0642,1.62
1968,"September",9,"Q3",17,101.34,102.67,99.32,13429412,0.2232,3.37
1968,"October",10,"Q4",18,103.75,104.99,102.86,15122222,0.0256,0.53
1968,"November",11,"Q4",17,105.4,108.37,103.06,14814706,0.2763,5.15
1968,"December",12,"Q4",18,106.48,108.12,103.8,14860000,-0.2352,-3.94
1969,"January",1,"Q1",22,102.04,103.99,100.44,12118182,-0.036,-0.89
1969,"February",2,"Q1",18,101.46,103.71,97.98,11527222,-0.2588,-4.63
1969,"March",3,"Q1",20,99.3,101.51,98,9955500,0.1707,3.18
1969,"April",4,"Q2",21,101.26,103.69,99.89,11282381,0.1049,2.24
1969,"May",5,"Q2",21,104.62,106.16,103.26,12218095,-0.0096,-0.05
1969,"June",6,"Q2",21,99.12,102.94,96.23,11196667,-0.2735,-5.08
1969,"July",7,"Q3",21,94.71,99.61,89.48,10869048,-0.2816,-6.37
1969,"August",8,"Q3",21,94.18,95.92,92.63,9603810,0.1845,2.18
1969,"September",9,"Q3",21,94.51,95.63,92.7,10435714,-0.1185,-2.53
1969,"October",10,"Q4",23,95.51,98.12,92.52,13483043,0.1845,4.97
1969,"November",11,"Q4",19,96.21,98.33,92.94,11242105,-0.1811,-3.44
1969,"December",12,"Q4",22,91.12,93.22,89.2,12379545,-0.083,-1.24
1970,"January",1,"Q1",21,90.33,93.46,85.02,10528095,-0.3584,-8.58
1970,"February",2,"Q1",19,87.16,89.5,85.75,12020000,0.2731,4.37
1970,"March",3,"Q1",21,88.65,90.23,86.91,10137143,0.0026,-0.09
1970,"April",4,"Q2",22,85.95,90.07,80.27,10141818,-0.4274,-9.49
1970,"May",5,"Q2",21,76.06,81.44,69.29,12296190,-0.2577,-6
1970,"June",6,"Q2",22,75.58,78.52,72.72,10291818,-0.2272,-6.58
1970,"July",7,"Q3",22,75.72,78.07,71.23,10351818,0.3245,7.01
1970,"August",8,"Q3",21,77.93,81.86,74.76,10413810,0.2011,5.84
1970,"September",9,"Q3",21,82.37,84.3,80.95,14442381,0.1622,4.14
1970,"October",10,"Q4",22,84.37,86.89,83.12,11880455,-0.053,-1.27
1970,"November",11,"Q4",20,84.29,87.2,82.79,11514500,0.2341,4.42
1970,"December",12,"Q4",22,90.05,92.27,87.47,15238182,0.2522,5.35
1971,"January",1,"Q1",20,93.49,95.88,91.15,17424500,0.1997,5.19
1971,"February",2,"Q1",19,97.11,98.66,95.72,19536316,0.0536,0.34
1971,"March",3,"Q1",23,99.6,101.21,96.95,16951304,0.1582,3.41
1971,"April",4,"Q2",21,103.05,104.77,100.39,19122857,0.1705,3.55
1971,"May",5,"Q2",20,101.64,103.79,99.4,15368000,-0.2046,-3.54
1971,"June",6,"Q2",22,99.67,101.3,97.59,13799545,-0.0407,-1.5
1971,"July",7,"Q3",21,98.98,100.82,95.58,12630476,-0.1738,-4.21
1971,"August",8,"Q3",22,97.24,100.48,93.53,14569091,0.0535,3.2
1971,"September",9,"Q3",21,99.4,101.34,97.62,12034286,-0.0321,-0.74
1971,"October",10,"Q4",21,97.29,100.02,93.79,13337143,-0.1977,-4.75
1971,"November",11,"Q4",21,92.78,94.91,90.16,13162381,-0.0176,1.28
1971,"December",12,"Q4",22,99.17,102.21,95.44,17167273,0.1406,6.97
1972,"January",1,"Q1",21,103.3,104.16,101.67,18070952,0.0867,2.23
1972,"February",2,"Q1",20,105.24,106.57,104.01,18813000,0.1256,2.46
1972,"March",3,"Q1",22,107.69,108.96,106.49,18347727,0.028,-0.14
1972,"April",4,"Q2",20,108.81,110.18,106.89,18399500,0.0229,0.18
1972,"May",5,"Q2",22,107.65,110.66,104.74,15265909,0.083,2.66
1972,"June",6,"Q2",22,108.01,109.73,106.82,14295909,-0.0978,-2.32
1972,"July",7,"Q3",20,107.21,109.04,105.81,14445000,0.0048,-0.09
1972,"August",8,"Q3",23,111.01,112.55,108.4,15518696,0.1486,2.48
